sim rep samples_pop1 samples_pop2 read_depth fst ne_pop1 acc_pop1 ne_pop2 acc_pop2
240 5 100 50 10 0.00222 97.01188 0.96 48.421875 0.72
264 5 100 10 10 0.00348 97.04235 1 8.261186 0.3
250 5 10 100 1 0.0026 2.4216876 0 36.331886 1
260 4 50 100 5 0.00266 42.614174 0.64 85.69175 0.97
238 5 100 50 1 0.00199 36.26338 0.99 17.486528 0.3
262 5 100 10 1 0.00242 36.325512 1 2.417998 0
266 3 100 50 5 0.00202 85.66777 0.96 42.614624 0.62
269 3 100 100 5 0.00223 85.59039 0.89 85.62601 0.89
211 5 100 50 1 0.00237 36.26721 0.99 17.448198 0.34
216 5 100 100 10 0.00281 97.00732 0.88 97.00838 0.91
267 4 100 50 10 0.00209 97.03893 0.94 48.424164 0.64
241 4 100 100 1 0.00186 36.20218 0.84 36.166084 0.8
270 3 100 100 10 0.00194 97.04168 0.85 97.01513 0.86
265 5 100 50 1 0.00202 36.27561 0.98 17.475933 0.28
268 3 100 100 1 0.00211 36.17847 0.82 36.1826 0.89
259 4 50 100 1 0.00223 17.500235 0.3 36.23042 0.99
261 5 50 100 10 0.00219 48.38705 0.56 97.02795 0.94
243 5 100 100 10 0.00268 97.00649 0.91 97.01489 0.9
242 5 100 100 5 0.00246 85.58647 0.83 85.65272 0.86
260 5 50 100 5 0.0029 42.61822 0.78 85.67472 0.98
215 5 100 100 5 0.00296 85.59598 0.89 85.61791 0.94
267 5 100 50 10 0.00216 97.0324 0.96 48.39672 0.64
214 5 100 100 1 0.0024 36.15224 0.88 36.144386 0.89
269 4 100 100 5 0.00243 85.65359 0.86 85.6311 0.81
266 4 100 50 5 0.00247 85.63651 0.97 42.564526 0.64
270 4 100 100 10 0.00281 96.97456 0.89 97.01843 0.93
241 5 100 100 1 0.00266 36.162075 0.88 36.16875 0.9
259 5 50 100 1 0.00256 17.43144 0.4 36.23221 1
268 4 100 100 1 0.00217 36.204945 0.89 36.223606 0.85
269 5 100 100 5 0.00258 85.57981 0.91 85.64174 0.89
266 5 100 50 5 0.00267 85.66615 0.98 42.47267 0.76
270 5 100 100 10 0.00229 97.01762 0.88 97.01323 0.84
268 5 100 100 1 0.00246 36.152817 0.87 36.157524 0.92
